,ASANAČNÝ PODNIK ,BAGAROVA ,BRATISLAVSKÁ ,BRODNO ,BRODŇANSKÁ ,BUDATÍNSKA ,BYTČIANSKA ,"BYTČIANSKA,STS ",CENTRÁLNA ,CESTÁRSKA ,CINTORÍNSKA ,DOLNÁ ,DOLNÁ TRNOVSKÁ ,FATRANSKÁ ,FURDEKOVA ,CHLMECKÁ ,HÁLKOVA ,HLINSKÁ ,HOLLÉHO ,HORNÁ TRNOVSKÁ ,HÔRECKÁ ,HRIČOVSKÁ ,PRIEHRADA ,HURBANOVA ,HVIEZDOSLAVOVA ,HYZA ,JAKUBSKÁ ,JASEŇOVÁ ,JASTRABIA ,JEDĽOVÁ ,"KAMENNÁ,DOM.POT ","KAMENNÁ,KOVOŠRO ","KAMENNÁ,Š.O.K. ","KAMENNÁ,PRIUS ",K CINTORÍNU ,KOLIBA ,KOMENSKÉHO ,KORTINSKÁ ,KOŠICKÁ ,KRAGUJEVSKÁ ,KVAČALOVA ,KYSUCKÁ ,LETNÁ ,LIMBOVÁ ,MAGOČOVSKÁ ,MATEJA BELA ,MOSTNÁ ,MATICE SLOVENSK ,MOTEL ŠIBENICE ,NA LÁNY ,NA STANICU ,NÁM.SV.JÁNA BOS ,NÁM.HRDINOV ,NA STRANÍK ,OBCHODNÁ ,OCELIARSKA ,OSLOBODENIA ,OVOCINÁRSKA ,PAŽITE ,PIETNA ,POD KOZINOM ,POD VINICOU ,POD ZÁHRADKOU ,POLÍCIA ,POĽNÁ ,POŠTOVÁ ,POTOKY ,PREDMESTSKÁ ,PRI CELULÓZKE ,PRIEHRADNÁ ,PRIELOŽNÁ ,PRIEMYSELNÁ ,PRI KYSUCI ,"RAJECKÁ,ELV ","RAJECKá,MLIEK. ","RAJECKÁ,STAVOMO ",RAKOVÉ ,RÁZCESTIE HRIČO ,RÁZUSOVA ,ROSINKY ,"ROSINSKÁ,PLEM.P ","ROSINSKÁ,VÚVT ",RUDNAYOVA ,SALAŠ ,SALEZIÁNSKA ,SLNEČNÉ NÁMESTI ,SMREKOVÁ ,SPANYOLOVA ,STODOLOVA ,SV.CYRILA A MET ,"ŠIBENICE,STK ",ŠTEFÁNIKOVO NÁM ,ŠTÚROVO NÁMESTI ,TAJOVSKÉHO ,TULIPÁNOVÁ ,ÚDOLNÁ ,VEĽKÁ OKRUŽNÁ ,ŽIL.UNIVERZITA ,VETERNÁ ,VRANIA ,"BÁNOVÁ, COLNICA ",VYSOKOŠKOLÁKOV ,ZÁBREŽNÁ ,PRÍPOJNÁ ,ZÁVODSKÁ ,ZÁVODSKÉHO ,ŽITNÁ ,ŽEL.STANICA ,KULTURNY DOM ,ZVOLENSKA ,Rybné námestie ,Careefour ,"Košická,Tesco H ","Na Horevaží,Tes ",Pod Hájom ,Bánovská cesta ,Bernolákova ,ŽILINSKÁ LEHOTA 
POTOKY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
PREDMESTSKÁ ,0,5,2,3,1,0,0,3,1,0,2,0,2,17,2,0,4,14,5,12,0,0,0,13,0,0,3,17,0,1,2,2,5,4,0,0,3,0,0,0,1,0,0,13,9,2,5,32,0,2,0,3,0,0,14,0,1,9,1,0,0,1,0,5,19,1,5,0,2,2,1,0,0,0,0,1,11,0,0,1,6,2,6,0,4,2,22,1,4,14,0,3,1,0,2,1,1,1,0,2,0,1,1,1,4,0,2,9,1,5,0,1,1,0,2,0,0,0
PRI CELULÓZKE ,1,1,0,0,1,1,0,0,4,0,5,0,1,0,0,0,6,0,2,6,0,0,0,14,0,9,1,0,0,0,0,3,0,3,1,0,1,1,0,2,2,1,0,1,5,8,1,0,0,0,0,0,3,0,0,1,1,7,0,0,0,0,0,1,1,0,2,2,0,6,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,1,1,2,4,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,2,1,1,16,0,1,14,0,1,2,2,1,0,0
PRIEHRADNÁ ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,7,1,0,3,0,0,0,0,4,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,4,0,4,0,1,2,0,0,0,0,0
PRIELOŽNÁ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
PRIEMYSELNÁ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PRI KYSUCI ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,33,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,2,5,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0
"RAJECKÁ,ELV ",0,0,0,9,6,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0,7,0,2,1,3,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0
"RAJECKá,MLIEK. ",0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,40,0,0,0,0,0,0,0,0,0
"RAJECKÁ,STAVOMO ",0,0,0,8,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,15,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,1,3,0,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17,23,0,0,0,0,0,0,0,0,0
RAKOVÉ ,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,18,0,0,0,0,2,0,0,0,0,0
RÁZCESTIE HRIČO ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RÁZUSOVA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ROSINKY ,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,6,1,2,0,0,0,0,0,1,0,0,2,1,0,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0
"ROSINSKÁ,PLEM.P ",0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,24,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,9,1,0,0,0,8,0,0,0,0,0,1,0,2,0,0,25,0,0,0,0,1,0,0,1,0,0
"ROSINSKÁ,VÚVT ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,2,0
RUDNAYOVA ,0,0,0,1,5,3,0,1,1,0,2,0,0,3,5,0,1,2,1,7,2,0,0,120,0,8,0,3,0,0,0,3,0,0,0,0,2,0,0,1,1,4,1,3,0,2,5,11,0,7,1,0,2,0,3,2,0,0,0,0,0,3,0,96,2,1,0,7,6,6,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,4,5,92,5,3,0,88,61,2,3,2,0,0,0,0,0,3,1,1,1,1,0,197,0,0,4,4,2,0,3,0,0,0
SALAŠ ,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALEZIÁNSKA ,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0
SLNEČNÉ NÁMESTI ,0,0,0,1,2,0,0,0,0,0,0,0,0,10,0,1,39,18,0,0,2,0,0,74,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,1,8,29,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,92,23,4,0,2,1,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,0,0,11,14,2,12,0,28,8,0,1,0,0,8,0,0,0,8,0,0,3,3,10,66,10,1,0,16,0,0,3,0,0,0
SMREKOVÁ ,1,0,0,2,1,2,4,5,5,0,4,0,0,55,1,7,6,18,0,0,2,0,0,133,2,5,5,3,0,0,0,1,0,0,1,0,29,3,1,0,2,8,0,8,0,16,36,85,0,2,0,0,5,1,11,3,0,1,0,0,0,0,0,170,18,6,0,26,1,0,0,0,2,0,1,3,0,0,0,1,2,2,5,0,0,16,0,57,25,26,0,63,49,7,2,1,2,51,6,0,1,14,2,1,13,10,4,113,0,1,1,7,19,0,1,0,1,4
SPANYOLOVA ,0,2,0,7,9,1,0,4,33,1,1,0,0,27,1,0,10,13,1,1,3,0,1,28,0,0,3,51,1,2,0,0,1,0,0,0,1,3,0,0,5,8,1,53,1,15,6,154,0,1,2,2,4,0,21,1,6,2,1,0,0,0,0,12,19,11,1,1,2,8,1,0,1,0,1,1,1,0,0,0,2,1,96,0,0,25,68,0,63,55,0,13,10,1,8,4,0,1,1,1,0,6,0,0,4,8,3,36,8,1,2,6,1,0,6,0,0,1
STODOLOVA ,0,0,0,0,0,0,1,2,0,1,0,0,0,25,0,1,73,27,0,0,1,0,0,115,0,5,1,3,0,0,0,0,0,1,2,0,0,0,0,3,1,3,0,17,0,0,15,49,0,2,4,2,2,0,8,3,0,0,3,0,0,0,0,148,46,2,0,3,2,0,0,0,0,1,0,1,0,0,5,2,2,1,2,0,0,2,14,29,0,24,2,75,28,0,4,1,1,29,2,0,1,24,0,0,8,8,14,130,17,4,1,38,3,0,4,0,0,0
SV.CYRILA A MET ,0,0,0,2,1,0,8,3,1,1,0,2,0,13,0,1,6,18,4,1,0,0,0,182,0,0,3,9,1,0,0,0,3,1,1,1,2,1,0,6,4,4,3,26,0,8,23,10,0,1,2,0,7,0,4,1,0,1,1,0,0,0,0,101,46,3,1,18,0,2,0,1,1,6,0,5,1,0,0,0,1,3,3,0,1,20,28,50,47,0,0,79,59,1,3,3,1,6,0,1,0,9,0,0,9,3,1,148,17,1,7,0,17,1,16,0,1,6
"ŠIBENICE,STK ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ŠTEFÁNIKOVO NÁM ,0,6,1,26,12,1,1,3,38,1,3,0,2,44,0,0,19,38,4,6,14,0,0,19,0,0,0,70,0,0,0,2,4,6,1,0,1,1,0,1,3,4,0,71,9,17,44,177,0,0,13,6,5,0,40,6,2,5,9,0,0,2,0,12,57,10,3,3,0,4,0,0,1,2,6,10,6,0,0,2,17,5,84,0,6,45,69,12,146,78,0,0,5,14,17,1,0,23,0,1,0,7,6,1,26,9,3,15,45,19,0,12,1,0,3,0,1,0
ŠTÚROVO NÁMESTI ,0,1,0,37,21,1,0,1,11,0,0,0,0,25,0,0,3,15,1,1,0,0,0,8,1,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,22,1,9,3,64,0,1,29,2,12,0,19,0,0,1,2,0,0,0,0,1,14,12,1,1,1,1,1,0,1,5,2,2,0,0,0,0,1,0,54,0,1,12,49,8,49,54,0,5,0,3,8,1,0,2,0,1,0,4,8,0,1,1,1,18,70,0,0,2,2,0,4,0,0,0
TAJOVSKÉHO ,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,1,1,1,0,16,4,0,0,1,0,0,0,0,0,1,1,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1
TULIPÁNOVÁ ,0,0,0,7,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,37,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,4,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,16,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,8,8,3,0,18,9,0,0,2,0,0,0,0,0,1,0,0,0,1,0,65,0,0,0,0,2,0,0,0,0,0
ÚDOLNÁ ,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,48,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,1,1,5,0,2,0,0,1,0,0,4,0,0,4,1,2,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,0,1,2,0,0,0,2,0,0,0,0,0
VEĽKÁ OKRUŽNÁ ,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,8,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,12,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,3,0,1,1,0,0,2,0,1
ŽIL.UNIVERZITA ,0,0,0,10,3,3,0,4,0,0,1,0,3,8,0,0,10,135,0,1,3,0,0,53,0,0,3,19,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,25,0,12,55,31,0,9,1,0,9,0,1,0,1,0,0,0,0,0,0,20,30,1,1,1,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,60,1,60,7,0,25,3,0,0,1,0,0,0,0,0,0,0,0,4,5,5,241,8,1,0,1,3,0,6,1,0,0
VETERNÁ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VRANIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0
"BÁNOVÁ, COLNICA ",0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
VYSOKOŠKOLÁKOV ,0,0,0,1,2,0,0,0,0,0,1,0,0,15,1,0,2,6,0,0,2,0,0,16,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,1,8,4,56,0,0,2,1,1,1,3,0,1,1,1,0,0,0,1,6,6,0,0,1,1,3,0,0,1,0,2,1,2,0,0,0,0,1,3,0,0,14,17,6,52,10,0,8,4,1,1,0,0,0,0,2,0,0,0,0,5,3,5,40,8,1,0,1,0,0,1,0,0,0
ZÁBREŽNÁ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,1,0,0,0,0,0,0
PRÍPOJNÁ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ZÁVODSKÁ ,0,0,0,2,1,0,0,2,1,0,0,0,0,8,1,0,9,5,0,1,0,0,0,21,0,0,1,5,0,1,0,0,0,2,1,0,0,0,0,0,0,19,0,6,0,1,4,16,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,15,10,5,0,4,2,3,1,0,0,0,3,1,2,0,0,0,3,4,1,0,0,4,13,4,14,8,0,24,1,0,0,2,4,4,0,2,0,4,0,0,0,1,1,22,2,2,0,8,1,0,3,0,0,0
ZÁVODSKÉHO ,0,0,0,2,0,0,0,2,0,0,0,0,0,6,0,0,8,2,0,0,0,0,0,30,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,3,9,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,8,5,11,2,0,6,1,0,0,2,1,4,0,0,0,2,0,0,0,0,0,14,1,0,0,2,0,0,1,0,0,0
ŽITNÁ ,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,8,3,1,0,1,0,0,33,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,6,1,4,1,8,0,13,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,18,5,2,0,2,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,15,4,3,26,1,0,2,1,0,0,1,5,5,0,0,0,4,1,0,1,0,0,13,1,0,1,5,1,0,0,0,0,0
ŽEL.STANICA ,3,29,1,148,102,0,2,4,51,2,26,0,9,233,6,0,37,123,6,50,21,0,2,40,1,7,2,134,3,2,13,7,14,14,2,0,7,4,0,4,9,7,2,174,50,58,72,293,0,0,31,7,16,2,92,16,3,28,30,0,0,3,0,17,243,19,13,14,19,10,7,0,2,5,5,36,39,0,0,10,64,9,244,0,9,139,160,43,326,189,0,19,26,12,79,2,3,291,0,44,3,47,40,1,31,26,17,0,155,71,57,119,15,1,13,12,0,2
KULTURNY DOM ,0,1,0,8,1,2,1,0,0,0,0,0,0,3,0,1,26,1,2,5,0,0,0,7,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,5,1,26,0,0,0,2,2,0,2,0,2,0,1,0,0,0,0,2,2,6,0,0,0,0,0,0,0,19,38,23,0,0,0,0,0,1,0,0,3,10,0,5,19,10,0,27,45,0,0,2,0,4,0,0,0,4,1,0,1,1,1,70,0,20,0,0,0,0,0,0,8,0
ZVOLENSKA ,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,18,0,0,0,0,0,0,4,1,3,3,0,0,1,0,0,0,1,1,0,0,0,0,2,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,8,2,1,0,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,11,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,32,20,0,2,0,12,0,0,1,0,0
Rybné námestie ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,1,0,4,0,0,0,0
Careefour ,0,0,0,3,5,1,0,4,2,0,2,0,0,2,3,0,9,5,1,1,10,0,0,20,0,0,5,6,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,4,1,14,2,4,0,2,0,1,10,4,1,0,0,1,0,0,0,0,0,18,5,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,37,11,7,106,0,0,17,4,0,0,1,2,1,0,1,0,1,2,2,13,5,7,130,0,0,2,0,1,0,1,0,0,2
"Košická,Tesco H ",0,1,0,3,5,3,2,5,6,0,6,0,5,22,1,0,1,9,1,14,0,0,0,9,0,1,1,16,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,19,8,0,9,67,0,0,0,1,5,5,20,2,0,7,0,0,0,0,0,3,22,0,0,1,1,3,0,0,3,1,0,1,3,0,0,1,1,1,2,0,0,0,21,1,6,18,0,1,3,0,2,3,1,3,0,1,0,0,0,0,1,0,1,12,1,22,0,1,0,0,2,3,0,0
"Na Horevaží,Tes ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0
Pod Hájom ,0,0,0,0,1,0,0,0,0,0,0,0,0,31,0,0,1,5,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,5,62,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,11,2,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,4,1,5,7,13,0,3,3,0,0,0,0,5,0,0,0,1,1,0,3,2,0,8,0,0,0,1,2,0,0,0,0,0
Bánovská cesta ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,2,0,0,0,0,0
